objectId,ra,dec
ZTF18aablirh,92.92439554,20.53305637
ZTF18aaslfoy,281.325028,15.23238322
ZTF18aauemnj,286.2434314,15.45838116
ZTF18aavedkf,282.1577554,14.98179497
ZTF18aavyqpj,288.3642732,12.99840615
ZTF18aawacmu,281.2259794,13.24333883
ZTF18aawadhx,281.1599152,14.53498702
ZTF18aawkpna,284.5841137,13.1593
ZTF18aawspjr,285.0460686,9.550522345
ZTF18aawuzhq,283.1800031,14.19338252
ZTF18aaxalaj,288.3877056,14.9312297
ZTF18aaxalmu,287.3511498,15.19707814
ZTF18aaxcyrw,292.3614431,14.95778002
ZTF18aaxcywo,291.2402797,14.60218639
ZTF18aaxddkr,284.1591854,14.90780388
ZTF18aaxddpl,282.5227134,14.46807495
ZTF18aaxddrb,288.4606167,11.09148889
ZTF18aaxiitn,284.9978865,13.02075008
ZTF18aaxnahr,285.9285311,10.86184809
ZTF18aaxphon,283.7948511,13.88056899
ZTF18aaxytby,286.8923656,10.91211319
ZTF18aaxyugh,287.1578238,12.21629847
ZTF18aayczyh,290.4910072,14.52244166
ZTF18aaydcsn,288.5913318,12.81758866
ZTF18aaydzpp,287.0521895,8.42315961
ZTF18aayeaeo,285.9176525,10.38167474
ZTF18aayeccv,287.3252185,14.92425356
ZTF18aayecvy,281.5355402,12.4195278
ZTF18aayedpc,285.6943707,11.29962482
ZTF18aayedqe,285.1259143,11.04082967
ZTF18aayedvx,284.3393578,11.50599113
ZTF18aayedxi,284.3280784,11.52872899
ZTF18aayeevy,282.100194,12.2344025
ZTF18aayejni,283.4902143,11.26486803
ZTF18aayelqn,282.3334976,10.47996894
ZTF18aayelqu,282.5612769,10.4605391
ZTF18aayhfjh,287.9038564,11.29619957
ZTF18aayhfky,287.8167445,12.89392529
ZTF18aayhgbq,288.1738825,15.34318796
ZTF18aaynsyg,288.5251777,8.29185373
ZTF18aayocqm,284.7906379,10.75047032
ZTF18aayodhv,284.3578199,11.52957639
ZTF18aayofec,287.5344662,13.17063792
ZTF18aayojai,283.4407259,12.60017451
ZTF18aayvfvs,285.515258,12.95610238
ZTF18aazdcyl,283.2459307,9.725079774
ZTF18aazfebz,292.5114126,10.74251538
ZTF18aazmegs,288.3452556,8.449486265
ZTF18aazsoss,288.9186081,12.65673237
ZTF18abaaxjq,285.1240622,9.740423171
ZTF18abajbux,284.9897322,13.00305314
ZTF18abapyzt,288.6711146,12.65192906
ZTF18abaqyxy,287.8412307,14.53909657
ZTF18abarhpr,282.6558289,12.58348831
ZTF18abbnzet,293.6894095,9.500730422
ZTF18abcfwmy,285.770904,8.739098388
ZTF18abcgrkg,285.969962,14.59216297
ZTF18abcoisy,292.628352,12.08557991
ZTF18abcpztu,283.0974149,14.48028862
ZTF18abdksrd,283.5396662,9.283275059
ZTF18abdnwnq,291.7486376,12.76631359
ZTF18abebexm,286.1807791,10.69083502
ZTF18abebftd,287.1047082,11.57015413
ZTF18abebhbd,281.8968464,12.59900128
ZTF18abebhct,285.6673275,12.5254531
ZTF18abeeimd,284.724082,13.12042606
ZTF18abfjmbl,282.080737,13.13316583
ZTF18abfrpwk,286.9898305,13.99844383
ZTF18abfrpwx,287.0953904,14.55556775
ZTF18abhofgc,292.9679423,9.326483698
ZTF18abhxjho,286.4385025,14.12227443
ZTF18abigatx,286.0549601,10.26033181
ZTF18abiuqxp,284.3328084,14.14018036
ZTF18abiusap,282.6427036,13.36724423
ZTF18abjartf,287.6031448,12.17799046
ZTF18abjfluq,285.2029457,12.85885705
ZTF18abkmqsk,284.2556713,13.48854277
ZTF18abllorq,284.5854304,11.64768879
ZTF18abqblwg,291.0381122,12.27246372
ZTF18absjhgz,287.480977,14.10993749
ZTF18accxjah,285.1811214,12.88521884
ZTF18acexcjx,96.32377888,19.53235004
ZTF18acuxbmn,93.23366971,15.25949819
ZTF18adjzozo,287.1950342,13.85405713
ZTF18adkonwy,285.9181839,13.47440871
ZTF18admespz,282.626649,10.55991554
ZTF18adqfzku,292.7781957,10.46893558
ZTF19aaimoyb,288.0324799,12.90780329
ZTF19aatueyj,295.0637015,9.217609822
ZTF20abystxs,282.7207407,15.15113325
ZTF23abaurha,282.3734089,14.98499168
ZTF17aacrvzw,92.42399273,15.38184913
ZTF17aadsrfd,98.96983072,21.43096032
ZTF18aajtltx,274.3822857,58.49363601
ZTF18aauolwx,281.6213561,15.08608709
ZTF18aavedjt,282.1404821,14.7123425
ZTF18aavefvr,285.813852,15.38057421
ZTF18aaveluq,287.5352585,15.41694203
ZTF18aavelyy,287.0749753,15.40128271
ZTF18aavyoqh,281.4178641,14.02274249
ZTF18aavyoqi,281.5115066,14.01576247
ZTF18aawacbg,284.33993,13.24145325
ZTF18aawacct,287.9299137,14.99560015
ZTF18aawacnv,282.4114427,12.99171739
ZTF18aawadfz,285.4288121,14.61886236
ZTF18aawvaao,288.5280837,15.21205671
ZTF18aaxdkba,285.7550138,12.19013004
ZTF18aaxppqf,287.6105436,13.02260772
ZTF18aaxythp,286.1606168,11.42857014
ZTF18aaxyvni,287.3204326,14.21091678
ZTF18aayedwv,284.3324822,11.27291778
ZTF18aayeeco,284.2613545,11.36966431
ZTF18aayejok,283.1205449,11.13461964
ZTF18aayhgak,287.9061578,14.87306987
ZTF18aaynxyv,285.9215794,9.959936888
ZTF18aaynzog,285.7218224,10.04164198
ZTF18aayoaug,287.0627369,12.05237956
ZTF18aayodnp,287.0216872,14.38461518
ZTF18aayowtk,293.5433286,13.87049838
ZTF18aayurvd,288.379903,8.085964901
ZTF18aayvbcy,285.2222988,12.32299931
ZTF18aazdgyd,284.5626508,14.39914584
ZTF18aazdgyi,284.6497314,14.07163488
ZTF18aazdkdy,283.2040996,10.60279541
ZTF18aazfadm,292.7278282,9.426279191
ZTF18aazluez,284.533075,10.95391981
ZTF18aazmemt,289.2598458,13.31104184
ZTF18aazmibq,288.7881089,13.34534913
ZTF18aazsorp,288.6367685,12.20682105
ZTF18aazsquq,292.9520516,14.53212239
ZTF18aazurxy,287.3329315,12.03454154
ZTF18ababkpm,285.9781066,10.33220381
ZTF18abablio,286.9302092,12.43716749
ZTF18ababpxn,284.4210858,10.25291458
ZTF18abaqaws,293.5032584,14.09106211
ZTF18abbnjfv,286.0556485,12.01581798
ZTF18abcnmeu,284.2868782,8.795336393
ZTF18abebbjf,287.3408314,14.90561361
ZTF18abebezf,285.9495372,10.43207056
ZTF18abebfsj,287.4717312,11.49570704
ZTF18abebhcx,284.9818151,12.15175901
ZTF18abebmxx,284.2151551,10.74020493
ZTF18abebnao,284.772773,10.27917174
ZTF18abebobr,286.2107426,10.96058602
ZTF18abebooi,282.8549598,12.03566004
ZTF18abeerqr,287.5729903,11.42785578
ZTF18abfrpwp,287.625312,14.08607217
ZTF18abgrhym,285.255089,10.289595
ZTF18abgxpdo,282.4725296,11.00278665
ZTF18abhbhwd,240.3221114,79.74373921
ZTF18abicnfq,286.9897334,11.44742274
ZTF18abicwkf,285.4790057,9.986773197
ZTF18abicwrh,285.557751,10.68088284
ZTF18abiuoem,285.9016791,10.19515491
ZTF18abjarts,287.3817468,12.52381804
ZTF18abjwfcf,286.9480025,14.77660259
ZTF18ablixlf,284.24072,12.93640928
ZTF18abljnkk,287.1276628,13.93647342
ZTF18abmpaes,286.6614036,14.28232891
ZTF18abmvquk,290.2434892,10.33090773
ZTF18acceffq,287.0406652,12.80994107
ZTF18acessvo,283.3482529,8.831947917
ZTF18acqrglu,120.1220125,70.52140629
ZTF19aaeqydv,96.88825822,19.8936083
ZTF19aatidep,283.0956694,9.229609332
ZTF19abbwyuz,288.4832473,8.179270798
ZTF19abhfwqj,286.2625055,9.608483715
ZTF19aburnjy,121.8548383,70.63831959
ZTF21abfaemg,293.9255698,10.66811786
ZTF21acmsijj,282.6396121,12.37861514
ZTF22aajsjdq,286.2272657,11.48569383
ZTF18aavedjc,282.5003511,14.76851418
ZTF18aaveluj,287.1932177,15.39593201
ZTF18aawacwg,287.5376652,15.22012203
ZTF18aawkuhk,285.5355522,14.51212438
ZTF18aawkxau,281.4383104,13.91205105
ZTF18aawkxgj,287.1147352,14.49821393
ZTF18aaxahvh,289.7755432,8.175031352
ZTF18aaxcyqn,288.500496,9.363336481
ZTF18aaxddka,283.5909266,13.97264198
ZTF18aaxltlh,287.2945278,15.22747267
ZTF18aaxnbth,282.4037206,10.88012159
ZTF18aaxypla,290.6296633,13.52325349
ZTF18aaxysxu,287.8311967,10.57815319
ZTF18aaxytao,284.2134745,8.599769727
ZTF18aaxyths,286.1997903,11.52296549
ZTF18aaxyuhr,284.2264971,11.9442748
ZTF18aaxyveo,287.5812403,12.82397715
ZTF18aayeaxn,284.4243269,10.44021717
ZTF18aayedod,285.1369233,11.60262927
ZTF18aayedpm,285.2476222,11.37135078
ZTF18aayeirk,281.6045124,10.84862472
ZTF18aayejlp,283.9055885,11.34835477
ZTF18aayejno,283.2930165,11.14959902
ZTF18aaynvvf,287.6983894,11.23311922
ZTF18aayojar,283.226096,12.52743176
ZTF18aayuwms,286.1386281,10.0386813
ZTF18aayuwxk,286.4353636,11.18036072
ZTF18aayvclm,294.3564036,9.43550759
ZTF18aayvhgz,292.9014417,8.988936139
ZTF18aaywchu,286.2657577,9.039870098
ZTF18aazdgon,285.3268791,10.44695985
ZTF18aazfafg,292.5248078,9.262369129
ZTF18ababmtp,284.2568378,14.08898657
ZTF18abaiwai,289.1522181,15.04047112
ZTF18abaiymh,285.8649425,10.26368003
ZTF18abajdjt,290.1569437,8.574613885
ZTF18abcfwmz,285.7136236,8.860480442
ZTF18abcfwnj,285.3333419,8.396047201
ZTF18abcgttz,291.5195497,10.38529779
ZTF18abcjfvj,290.7450392,12.66348115
ZTF18abcohoh,292.4269393,10.55064384
ZTF18abctttr,294.044837,15.37081512
ZTF18abcubnb,290.9561661,8.792937917
ZTF18abebeyf,283.8026121,9.372976182
ZTF18abebeyy,283.7912153,9.576912602
ZTF18abebftx,287.6223695,11.56263975
ZTF18abebgwt,288.2605209,14.0851015
ZTF18abebhbj,281.5507925,11.97364884
ZTF18abebnck,284.5449682,10.28627751
ZTF18abfrqfk,285.3345403,12.71168859
ZTF18abgzggk,285.4839925,12.91434122
ZTF18abicgkw,283.1057749,14.22892049
ZTF18abicwpp,285.268644,9.954783157
ZTF18abigaub,286.243241,10.76466651
ZTF18abkmlxw,285.7473001,10.08626902
ZTF18abkmnuk,283.879075,10.35164537
ZTF18ablirii,287.6259191,14.95860208
ZTF18ablngjt,286.0690706,10.1631166
ZTF18abmhvum,295.5466271,14.06762525
ZTF18abnxavs,285.5383815,10.35327075
ZTF18abrugpe,288.7128331,14.07818345
ZTF18absrukg,283.499223,12.29917529
ZTF18abujdau,94.33221829,22.45198974
ZTF18abxwstf,286.9828707,11.36431687
ZTF18acsvtnf,286.9973907,14.98503822
ZTF18admcunq,289.3910325,15.05213129
ZTF19aaghvjo,282.6952912,12.62491238
ZTF19aagjeui,287.0719163,11.38364986
ZTF19aaovwew,283.70983,11.30555411
ZTF20aavthme,288.1201774,14.93449802
ZTF20abqluec,91.72852274,20.65452177
ZTF20acnwfym,287.6388351,12.97644762
ZTF21aakjikf,285.4757502,10.77691167
ZTF17aaatbpg,91.81604672,19.4999897
ZTF17aadssbz,97.78944855,21.53483574
ZTF18aaslfqi,281.7226999,14.99726878
ZTF18aavedkl,282.1785541,14.68421498
ZTF18aavypxm,283.6713925,15.26183632
ZTF18aawacbv,284.6818925,12.93680881
ZTF18aawacjk,286.1421949,15.16999405
ZTF18aawacms,281.8006932,12.98446904
ZTF18aawaddp,283.9961479,14.78158659
ZTF18aawszoa,282.8840242,14.22534608
ZTF18aawvbca,283.4100326,13.32628906
ZTF18aaxddtq,281.5224968,14.54788708
ZTF18aaxdkmf,282.6578241,12.93619665
ZTF18aaxykuj,283.6806365,14.62452959
ZTF18aaxythr,286.0064742,11.20941232
ZTF18aaxytrd,285.068995,13.44109872
ZTF18aaxyufp,287.5806992,12.32304579
ZTF18aaxyujl,287.4139911,14.95425328
ZTF18aayecdg,287.5373969,15.2260091
ZTF18aayedpv,285.2912829,10.86463395
ZTF18aayedwo,284.2128567,11.61618173
ZTF18aayeeuc,282.6819519,11.92683056
ZTF18aayeewh,282.5136415,12.3267211
ZTF18aayejnp,283.4039574,11.53865412
ZTF18aayhgbw,288.1805232,14.67132188
ZTF18aayoash,283.8732573,9.499278211
ZTF18aayoath,283.1037332,9.156222073
ZTF18aayodee,284.4774988,13.07922885
ZTF18aayvcnh,294.2469216,9.339412712
ZTF18aayvkjw,294.9047637,11.08345873
ZTF18aaywehe,281.9944689,14.15188905
ZTF18aazupza,285.7799417,12.94466018
ZTF18aazurzk,288.0657883,14.2073089
ZTF18aazuxop,293.2451482,13.09165339
ZTF18aazuyen,294.5146536,9.384707255
ZTF18abaarhv,283.5365967,14.42412336
ZTF18ababoqy,285.0999862,12.13040736
ZTF18abaqyyk,288.4278036,14.19039017
ZTF18abareij,286.1869108,14.97269713
ZTF18abayfnk,288.446872,8.943992729
ZTF18abbdguv,284.2483569,11.17067245
ZTF18abbnvwk,290.7728671,8.618174944
ZTF18abbszky,284.3960652,12.81575052
ZTF18abcfwny,288.4911232,8.558353216
ZTF18abcnmec,284.1769146,8.624706371
ZTF18abcnmeg,284.3757761,8.554285257
ZTF18abcnmmf,293.1704528,15.27760073
ZTF18abcojzy,285.1848321,14.14285745
ZTF18abctyyf,286.9860799,15.09234696
ZTF18abdkssy,294.4333012,15.31623801
ZTF18abdkteh,294.2100831,12.59328987
ZTF18abebcgr,292.8104085,13.91838615
ZTF18abebcvx,285.462052,9.166625041
ZTF18abebftc,287.1885698,11.02308596
ZTF18abebmuy,284.2955264,10.10473924
ZTF18abeerpx,287.1775708,11.64420355
ZTF18abfjlyt,282.7701638,13.39698531
ZTF18abgrjyi,284.3146369,10.24237021
ZTF18abgsqrc,287.5954888,10.96207647
ZTF18abgybwk,293.724455,12.93353648
ZTF18abicamv,287.921208,14.20047204
ZTF18abidbxr,286.0717797,11.23765347
ZTF18abiuoey,286.5463656,9.963551958
ZTF18abjartm,287.6252733,12.12532827
ZTF18abjnqmu,285.7639679,10.23415454
ZTF18abkmnnm,286.3333152,11.89991569
ZTF18ablieut,281.4783871,12.85774227
ZTF18ablignm,285.6390003,10.96766339
ZTF18ablihyl,283.2956819,9.152240154
ZTF18ablmvqd,282.3220481,12.89290822
ZTF18ablqtwa,290.5007766,12.46241979
ZTF18abnozgw,286.5071902,9.482739518
ZTF18abnwxfv,284.3743029,13.12629212
ZTF18abnxavi,285.7981876,10.55764095
ZTF18abrucxc,292.1813865,9.989483249
ZTF18abttktr,93.48430604,20.47312348
ZTF18abyltfb,287.4624995,12.51365546
ZTF18acadcak,283.1441311,8.511910752
ZTF18adjzodz,284.1177066,13.04984444
ZTF18adkclmu,283.4274385,12.7859501
ZTF18adkcxdp,286.9042756,10.54151032
ZTF19aaimrvp,287.236529,12.3326567
ZTF19aaphvgq,294.2448259,13.12867331
ZTF19abcpqeg,287.8435099,11.00895416
ZTF19abliadt,284.649805,8.324048498
ZTF20aanwnup,93.13751673,16.71796315
ZTF20aappndi,293.9518993,8.522958171
ZTF22aaapezf,287.1999988,11.96033427
ZTF17aaaagmf,95.37535537,16.61570053
ZTF17aacryzy,97.74150309,16.00911266
ZTF17aacshbn,94.35541146,16.44269355
ZTF18aagqggr,94.08552155,20.73262606
ZTF18aaphyab,97.03780659,19.82172269
ZTF18aauempi,286.5654808,15.47516631
ZTF18aawacbs,284.7694354,13.45577739
ZTF18aawacgn,287.2467856,14.17657099
ZTF18aawacwl,287.0802561,14.88217804
ZTF18aawadds,284.4065062,15.40064181
ZTF18aawadiy,282.3380663,14.54670819
ZTF18aawcchz,287.8754403,10.92717415
ZTF18aawkpnj,284.6699075,12.96988705
ZTF18aawuzfz,283.555307,15.11900671
ZTF18aawvgbf,285.2880791,14.43547927
ZTF18aaxaktp,284.5793616,15.09529128
ZTF18aaxallo,287.6706095,15.07194166
ZTF18aaxlsxl,286.1312065,12.22070482
ZTF18aaxyucr,294.7395833,15.02773748
ZTF18aaxyurd,285.6077915,14.46153642
ZTF18aayeapb,282.5507253,8.668164011
ZTF18aayedpy,285.4745884,11.6424762
ZTF18aayefco,283.3894972,12.11307424
ZTF18aayeirb,281.5598267,11.13349663
ZTF18aayhgav,287.8621554,15.41242662
ZTF18aaynzno,285.290891,10.41736962
ZTF18aayodsk,284.5202072,12.084744
ZTF18aayoohi,283.1450453,11.38725691
ZTF18aayuvru,287.2637159,10.90747475
ZTF18aayvejd,286.9293921,13.99503547
ZTF18aayvgaw,283.3905792,10.26204599
ZTF18aazfeju,292.5496065,8.112272602
ZTF18aazlsgj,285.2341184,12.24467234
ZTF18aazlujw,283.5435091,8.245371261
ZTF18aazmejk,291.0944454,14.80370221
ZTF18aazmesq,285.8676341,9.740351981
ZTF18aazsnoa,289.7128319,12.58204607
ZTF18aazsqum,293.3918664,14.09822645
ZTF18aazsrot,285.001507,9.747794556
ZTF18aazusxf,284.7733394,11.92515947
ZTF18aazutun,294.9409297,12.66136626
ZTF18aazuxfz,292.5697954,10.17969079
ZTF18abaaqgk,287.0244767,10.61259372
ZTF18abablyp,282.5747207,13.38870867
ZTF18abarbui,285.7882068,10.36779069
ZTF18abarjjp,287.6281275,12.77030386
ZTF18abayfvh,283.1756382,8.4682113
ZTF18abbnnmu,281.529328,13.03674828
ZTF18abbnqom,284.5895433,12.00607884
ZTF18abchmws,289.0190694,8.580058974
ZTF18abdcjro,282.4221965,15.26987644
ZTF18abdcjtt,285.957405,13.32224767
ZTF18abdktdm,294.6391852,12.63610707
ZTF18abebeyj,286.096109,10.48527337
ZTF18abebftk,287.5195085,11.27386475
ZTF18abebohg,286.0376498,11.24722073
ZTF18abfalof,289.700474,12.85247615
ZTF18abfseul,291.1192229,13.87674019
ZTF18abgzgny,285.0008204,12.97728278
ZTF18abicqym,282.4672176,12.96215736
ZTF18abicwmj,285.2657054,10.716085
ZTF18abjfiey,282.8895105,10.88135377
ZTF18abligpm,287.4750838,11.98406141
ZTF18ablihlw,287.8084651,13.93890493
ZTF18abliijl,287.4508035,12.1538166
ZTF18abljfvz,287.9653417,14.32606966
ZTF18abljlxk,286.9121572,12.00200666
ZTF18abmdgst,285.169984,10.56092787
ZTF18abmfrun,287.6697565,13.10658372
ZTF18abmgnkt,293.3577526,13.36971806
ZTF18abmgvvy,289.6456893,10.98511672
ZTF18abpmpqi,286.5575027,14.5340082
ZTF18abptynk,291.6402334,12.68341017
ZTF18abqdgdz,290.9183173,8.641427437
ZTF18abrrkpo,291.4645469,12.68351158
ZTF18abrvycp,291.1393572,12.50958536
ZTF18absmjgb,288.1243688,13.00006929
ZTF18adjvtdj,281.7061175,14.51408368
ZTF18adkclzm,285.2372007,14.42797867
ZTF18adkcxpf,284.3832848,13.95858304
ZTF18adkmysn,293.2112597,14.07834574
ZTF18adkupdk,283.7996295,12.10514056
ZTF18adkuuhi,284.5476473,8.243520082
ZTF19aaadejs,97.20858639,20.6091175
ZTF19aannfpw,283.6366042,13.25905486
ZTF19aasruih,318.7563676,58.37743748
ZTF19aatpyhf,292.9485487,9.044048897
ZTF19aavnfji,287.0348627,12.98512407
ZTF19abnlxov,284.47434,14.49564421
ZTF20aaygoor,293.4172569,15.46258927
ZTF21abgyefp,293.0760522,8.552723677
ZTF17aacrvcx,92.36194192,20.61550521
ZTF18aawacbo,284.2489457,12.99003182
ZTF18aawacmw,281.8690253,13.36448988
ZTF18aawacvx,287.668774,14.74124839
ZTF18aawccxe,281.9875092,13.9136088
ZTF18aawkncs,288.5705592,15.14505417
ZTF18aawkpng,284.1181292,13.41695583
ZTF18aawzudh,293.3071107,15.12326226
ZTF18aaxdjzk,286.0742116,13.48233229
ZTF18aaxdlin,282.1529688,11.6274705
ZTF18aaxjczo,288.1913279,11.38953138
ZTF18aaxpnrt,293.5019079,14.75128688
ZTF18aaxysyv,282.2875221,8.10541883
ZTF18aaxytju,286.4891694,10.14347384
ZTF18aaxyugu,289.1122749,15.29221476
ZTF18aaxyuxl,286.6716566,13.91170494
ZTF18aaydaoq,288.3089777,13.52609452
ZTF18aaydcok,283.1684972,14.05257908
ZTF18aayecdp,286.6514354,14.69122005
ZTF18aayeipg,282.0107216,11.45960257
ZTF18aayelte,282.5169681,10.28012796
ZTF18aayhgbf,288.127231,14.86679904
ZTF18aayoeyn,285.595617,10.87306849
ZTF18aayoraa,282.479766,10.39503358
ZTF18aaypajb,287.7907794,12.937255
ZTF18aayvfoy,284.0982704,12.20844595
ZTF18aazdbxy,290.6191764,8.22569498
ZTF18aazdbyj,290.4556312,8.281657832
ZTF18aazdeck,281.3418316,13.17198275
ZTF18aazfddt,293.5156355,8.470320933
ZTF18aazmegd,288.1713294,8.53761795
ZTF18aazmemp,289.2518505,13.21013952
ZTF18aazsquc,293.6944452,13.99579703
ZTF18aazusti,285.3256095,14.32894906
ZTF18abajfqs,283.9718894,11.32699575
ZTF18abarbul,285.3844931,10.63389313
ZTF18abarjad,289.5171058,14.91743421
ZTF18abayfvc,283.6787649,8.8055679
ZTF18abbnoqz,284.3578217,10.13399546
ZTF18abccplb,285.2630988,14.02289323
ZTF18abcoiso,285.6685977,10.74471324
ZTF18abdktag,286.9697228,12.85147945
ZTF18abebjai,285.9260608,12.15666687
ZTF18abervxc,286.3599671,15.27836328
ZTF18abfrnsg,286.4795734,13.38704755
ZTF18abhepxv,283.6633908,9.236448758
ZTF18abibhnf,287.8512683,11.12991542
ZTF18abijjqs,286.6342213,14.83241107
ZTF18abjkrxf,290.3474525,10.12568946
ZTF18abjksei,288.7839849,12.28230662
ZTF18ablifcq,286.3088699,8.731539454
ZTF18abligpw,287.5597091,12.14750397
ZTF18abllono,284.6991828,11.10414614
ZTF18abmdhiq,285.7710419,12.15831361
ZTF18abmrnlb,292.9674983,12.53803088
ZTF18abnozux,282.7335979,10.46342452
ZTF18abnxlcr,286.5248933,14.07633137
ZTF18abrrkss,292.2241663,8.82821117
ZTF18abrszsd,292.9663282,13.29210308
ZTF18abtnurs,288.9943388,12.25721099
ZTF18acceeiv,288.1468669,14.34861564
ZTF18acmdacv,286.1101768,13.97159117
ZTF18acsvwje,326.8520986,29.17369066
ZTF18adjsovc,281.4089434,8.622281522
ZTF18adjzocx,283.4559994,13.24537845
ZTF18adkbjjt,287.8490218,14.1071967
ZTF18adkcmjg,288.4070903,14.58345201
ZTF19aaimlaf,288.0805694,13.35030316
ZTF19aaqathi,286.0985902,14.50874107
ZTF19abfevft,285.7705781,9.054541213
ZTF20aaybkxs,285.9436651,11.59845287
ZTF17aacmmvu,97.22305989,18.16502947
ZTF17aacthvn,98.01039479,21.74822535
ZTF17aadnivw,92.12267635,18.00011472
ZTF18aawacbm,284.7449306,13.04023925
ZTF18aawadit,282.8368572,14.25462426
ZTF18aawkxgb,287.4973478,13.94279535
ZTF18aaxcyqg,289.3865638,12.74881703
ZTF18aaxddqw,287.9108735,11.51812193
ZTF18aaxdksv,287.2188879,13.18290207
ZTF18aaxypwz,288.9568007,13.05096931
ZTF18aaxytgm,288.0309996,14.80131364
ZTF18aaxyufw,287.1372169,12.28676644
ZTF18aaxyuvj,285.9711461,13.84692292
ZTF18aaxyuvz,286.1697998,14.56087046
ZTF18aayeaqc,282.509253,8.506742871
ZTF18aayeawx,284.1923822,10.2344562
ZTF18aayedow,285.3351613,11.49141724
ZTF18aayeipe,281.5779215,11.01174005
ZTF18aayejnc,283.5415582,11.50031622
ZTF18aayejoz,283.735951,11.10224934
ZTF18aaynxyz,286.2272471,10.53503286
ZTF18aayobew,281.3588939,12.78090412
ZTF18aayocqc,284.3953505,10.2189217
ZTF18aayoglc,283.7422659,13.32166918
ZTF18aayogtc,281.6150263,12.37688551
ZTF18aaypbpb,286.9469701,10.41173603
ZTF18aayvbiw,293.5367628,13.22295556
ZTF18aayvceu,294.5368313,10.29987269
ZTF18aayvcfu,285.751852,10.94712981
ZTF18aazdfof,283.7497844,13.23335463
ZTF18aazdilm,287.5688849,14.09048249
ZTF18aazfeag,292.0595945,11.96806632
ZTF18aazlspl,285.5282118,14.57307428
ZTF18aazmfqr,288.1319853,12.85963986
ZTF18aazuygv,292.5155586,12.11757079
ZTF18abaapmj,282.0311697,8.607172714
ZTF18ababmrj,284.4530576,13.0996236
ZTF18abachuh,294.8607118,8.312042537
ZTF18abaivpj,288.8887275,8.869546539
ZTF18abcgpib,283.8325768,11.28499309
ZTF18abchmwy,289.0274335,8.358784401
ZTF18abcnoij,281.3768614,8.865493467
ZTF18abcnqkd,291.4704339,11.54631636
ZTF18abcokjc,283.4003011,10.26664576
ZTF18abdebrl,288.2534891,14.72542925
ZTF18abdksvu,286.1576722,14.8317873
ZTF18abdljvw,294.5227747,15.40714638
ZTF18abebeyk,286.2731175,10.72860308
ZTF18abebfrt,287.029753,10.92398399
ZTF18abebftv,287.2415823,10.83152249
ZTF18abebhjw,288.2734975,14.32707604
ZTF18abebums,288.4274183,14.65157297
ZTF18aberejy,283.7882203,10.51274107
ZTF18abgslhc,292.0950727,13.83204101
ZTF18abgzack,290.7958454,9.973607048
ZTF18abjarsp,287.0845056,12.0527832
ZTF18abkjoey,283.2454108,11.34639266
ZTF18abmdgwj,283.5913138,9.422241262
ZTF18abqaviv,284.4269652,8.361714541
ZTF18abrrnnu,293.3228924,15.13221917
ZTF18abrrzeq,284.0976155,10.64982812
ZTF18abxjcfl,98.26792129,21.32312783
ZTF18acadhkx,287.5586791,11.40246217
ZTF18acugdum,289.9088754,14.55402835
ZTF18adjxszn,288.9117675,8.986953768
ZTF18adkbjji,288.646243,15.38123354
ZTF18adkcxwc,282.3945098,11.03709457
ZTF18adkefcr,285.4784868,12.90544524
ZTF18adkgjzh,286.8842767,10.3415102
ZTF18adkpoun,292.2961695,14.70799334
ZTF18adnbork,283.7390984,10.85926179
ZTF18adqfzlp,292.1872995,10.30320122
ZTF19aaaioff,96.2419913,17.69027815
ZTF19aaprlvm,285.1754732,12.00611479
ZTF19aaqyvxj,282.3033131,10.41219895
ZTF19aausrfj,294.6396846,11.61182501
ZTF19aavanxr,290.6308238,8.569247224
ZTF20abebbgz,285.3039081,9.091646097
ZTF21aaymcjz,284.0725202,12.26161385
ZTF22ablhufv,93.11081641,19.40255398
ZTF17aacsclx,92.12552338,16.46092722
ZTF18aaphvxq,95.27638785,19.89504481
ZTF18aavedja,282.5800609,14.94433366
ZTF18aawaddl,284.5556977,15.10612433
ZTF18aawadga,285.117192,14.16476543
ZTF18aawadhp,281.699149,14.03010736
ZTF18aawadhy,281.1692487,14.11571644
ZTF18aawadlp,283.2805835,13.31083419
ZTF18aaxakwd,283.499693,14.34883215
ZTF18aaxakzt,286.6216613,15.31224349
ZTF18aaxcyrv,292.8722835,14.67452548
ZTF18aaxcyxf,290.3379797,11.64340432
ZTF18aaxddpr,282.835187,14.92007187
ZTF18aaxdksp,287.3295775,12.74511484
ZTF18aaxlttm,285.9175669,14.7382565
ZTF18aaxmyik,284.3584285,15.10028147
ZTF18aayddyz,288.2167864,11.5630776
ZTF18aayecwn,281.3658917,12.00440075
ZTF18aayecxb,281.8013691,12.52148397
ZTF18aayedwn,284.6558458,11.48630517
ZTF18aayefaj,283.4348394,12.38640102
ZTF18aayeirz,281.316603,10.93013644
ZTF18aayhgaz,288.2314527,14.89031137
ZTF18aayhgbt,288.5148192,14.71773226
ZTF18aayhimw,285.4392368,9.678203412
ZTF18aayoasb,283.7305796,9.458434941
ZTF18aayodil,284.4802519,10.84584309
ZTF18aayohdq,281.4740296,11.57334158
ZTF18aaypamb,285.3843756,15.00603708
ZTF18aayvbil,293.0109128,13.04354066
ZTF18aayvced,293.9970686,10.2054054
ZTF18aayvgbc,283.563001,10.49936553
